食品番号,索引番号,食品名,廃棄率(%),エネルギー(kcal),水分(g),たんぱく質(g),脂質(g),炭水化物(g),食物繊維総量(g),ナトリウム(mg),カリウム(mg),カルシウム(mg),マグネシウム(mg),リン(mg),鉄(mg),亜鉛(mg),銅(mg),マンガン(mg),ヨウ素(μg),セレン(μg),クロム(μg),モリブデン(μg),レチノール(μg),αーカロテン(μg),βーカロテン(μg),βークリプトキサンチン(μg),βーカロテン当量(μg),レチノール活性当量(μg),ビタミンD(μg),αートコフェロール(mg),βートコフェロール(mg),γートコフェロール(mg),δートコフェロール(mg),ビタミンK(μg),ビタミンB1(mg),ビタミンB2(mg),ナイアシン当量(mg),ビタミンB6(mg),ビタミンB12(μg),葉酸(μg),パントテン酸(mg),ビオチン(μg),ビタミンC(mg),食塩相当量g,備考
10296,1509,＜貝類＞　さざえ　焼き,85,91,75.6,21.3,0.4,0.9,0.0,280.0,220.0,29.0,67.0,120.0,0.9,2.5,0.73,0.03,0.0,0.0,0.0,0.0,0.0,64.0,490.0,16.0,530.0,44.0,0.0,2.8,0.0,0.0,0.0,2.0,0.04,0.1,4.1,0.06,1.1,22.0,0.3,0.0,1.0,0.7,廃棄部位： 貝殻及び内臓
10318,1510,＜貝類＞　さるぼう　味付け缶詰,0,131,66.1,15.9,2.2,12.9,0.0,870.0,55.0,60.0,41.0,140.0,11.0,4.1,0.13,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,8.0,0.0,2.5,0.0,0.0,0.0,0.0,0.01,0.07,4.1,0.04,25.0,11.0,0.19,0.0,0.0,2.2,"別名： もがい、赤貝（さるぼう）味付け缶詰
液汁を除いたもの"
10297,1511,＜貝類＞　しじみ　生,75,54,86.0,7.5,1.4,4.5,0.0,180.0,83.0,240.0,10.0,120.0,8.3,2.3,0.41,2.78,0.0,0.0,0.0,0.0,25.0,13.0,97.0,1.0,100.0,33.0,0.2,1.7,0.0,0.0,0.0,2.0,0.02,0.44,3.1,0.1,68.0,26.0,0.53,0.0,2.0,0.4,廃棄部位： 貝殻
10413,1512,＜貝類＞　しじみ　水煮,80,95,76.0,15.4,2.7,5.5,0.0,100.0,66.0,250.0,11.0,200.0,15.0,4.0,0.61,7.3,0.0,0.0,0.0,0.0,57.0,29.0,220.0,1.0,230.0,76.0,0.6,3.9,0.0,0.0,0.0,5.0,0.02,0.57,5.0,0.04,82.0,37.0,0.35,0.0,1.0,0.3,廃棄部位： 貝殻
10298,1513,＜貝類＞　たいらがい　貝柱　生,0,94,75.2,21.8,0.2,1.5,0.0,260.0,260.0,16.0,36.0,150.0,0.6,4.3,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.01,0.09,4.6,0.06,0.0,25.0,0.51,0.0,2.0,0.7,別名： たいらぎ（標準和名）
10299,1514,＜貝類＞　たにし　生,30,73,78.8,13.0,1.1,3.6,0.0,23.0,70.0,1300.0,77.0,140.0,19.0,6.2,1.9,2.1,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,960.0,95.0,0.0,0.5,0.0,0.0,0.0,1.0,0.11,0.32,3.8,0.05,18.0,28.0,0.52,0.0,0.0,0.1,"試料： まるたにし、ひめたにし
廃棄部位： 貝殻"
10300,1515,＜貝類＞　つぶ　生,0,82,78.2,17.8,0.2,2.3,0.0,380.0,160.0,60.0,92.0,120.0,1.3,1.2,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.12,3.4,0.11,6.5,15.0,0.59,0.0,0.0,1.0,"別名： ばい
試料： えぞぼら、ひめえぞぼら、えぞばい
むき身
（貝全体の場合、廃棄率： 70 %、廃棄部位： 貝殻及び内臓）"
10301,1516,＜貝類＞　とこぶし　生,60,78,78.9,16.0,0.4,3.0,0.0,260.0,250.0,24.0,55.0,160.0,1.8,1.4,0.3,0.06,0.0,0.0,0.0,0.0,0.0,7.0,54.0,0.0,58.0,5.0,0.0,1.3,0.0,0.0,0.0,0.0,0.15,0.14,4.0,0.07,3.2,24.0,1.57,0.0,1.0,0.7,廃棄部位： 貝殻及び内臓
10303,1517,＜貝類＞　とりがい　斧足　生,0,81,78.6,12.9,0.3,6.9,0.0,100.0,150.0,19.0,43.0,120.0,2.9,1.6,0.05,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.16,0.06,3.7,0.04,10.0,18.0,1.1,0.0,1.0,0.3,
10304,1518,＜貝類＞　ばい　生,55,81,78.5,16.3,0.6,3.1,0.0,220.0,320.0,44.0,84.0,160.0,0.7,1.3,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,2.2,0.0,0.0,0.0,0.0,0.03,0.14,3.6,0.11,4.3,14.0,1.02,0.0,2.0,0.6,"別名： つぶ
試料： ちじみえぞぼら、おおえっちゅうばい等
廃棄部位： 貝殻及び内臓"
10305,1519,＜貝類＞　ばかがい　生,65,56,84.6,10.9,0.5,2.4,0.0,300.0,220.0,42.0,51.0,150.0,1.1,1.8,0.05,0.07,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,5.0,5.0,0.0,0.8,0.0,0.0,0.0,0.0,0.14,0.06,3.8,0.08,7.9,18.0,0.79,0.0,1.0,0.8,"別名： あおやぎ
廃棄部位： 貝殻及び内臓"
10306,1520,＜貝類＞　（はまぐり類）　はまぐり　生,60,35,88.8,6.1,0.6,1.8,0.0,780.0,160.0,130.0,81.0,96.0,2.1,1.7,0.1,0.14,0.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,25.0,9.0,0.0,0.6,0.0,0.0,0.0,0.0,0.08,0.16,2.1,0.08,28.0,20.0,0.37,0.0,1.0,2.0,廃棄部位： 貝殻
10307,1521,＜貝類＞　（はまぐり類）　はまぐり　水煮,75,79,78.6,14.9,1.5,2.9,0.0,490.0,180.0,130.0,69.0,190.0,3.9,2.5,0.23,0.3,0.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,50.0,16.0,0.0,2.8,0.0,0.0,0.0,1.0,0.15,0.27,4.1,0.05,20.0,23.0,0.45,0.0,1.0,1.2,廃棄部位： 貝殻
10308,1522,＜貝類＞　（はまぐり類）　はまぐり　焼き,70,70,79.8,13.3,1.0,2.8,0.0,770.0,230.0,140.0,87.0,140.0,3.3,2.4,0.2,0.3,0.0,0.0,0.0,0.0,12.0,0.0,48.0,0.0,48.0,16.0,0.0,2.3,0.0,0.0,0.0,0.0,0.13,0.29,4.1,0.12,33.0,27.0,0.57,0.0,2.0,2.0,"液汁を含んだもの
廃棄部位： 貝殻"
10309,1523,＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,0,211,40.1,27.0,2.8,21.4,0.0,2800.0,320.0,120.0,95.0,340.0,7.2,4.2,0.2,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,2.0,0.02,0.1,6.1,0.11,45.0,49.0,0.34,0.0,0.0,7.1,
10310,1524,＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,60,41,88.1,6.5,1.0,2.7,0.0,510.0,170.0,160.0,69.0,94.0,5.1,1.2,0.11,0.22,27.0,21.0,4.0,6.0,3.0,4.0,28.0,0.0,30.0,6.0,0.0,0.5,0.0,0.0,0.0,0.0,0.13,0.12,2.2,0.07,19.0,21.0,0.57,13.0,1.0,1.3,廃棄部位： 貝殻
10311,1525,＜貝類＞　ほたてがい　生,50,66,82.3,13.5,0.9,1.5,0.0,320.0,310.0,22.0,59.0,210.0,2.2,2.7,0.13,0.12,0.0,0.0,0.0,0.0,10.0,1.0,150.0,0.0,150.0,23.0,0.0,0.9,0.0,0.0,0.0,1.0,0.05,0.29,3.4,0.07,11.0,87.0,0.66,0.0,3.0,0.8,廃棄部位： 貝殻
10312,1526,＜貝類＞　ほたてがい　水煮,60,89,76.8,17.6,1.9,1.9,0.0,250.0,330.0,24.0,57.0,250.0,2.8,3.1,0.17,0.12,0.0,0.0,0.0,0.0,15.0,2.0,230.0,0.0,230.0,34.0,0.0,1.7,0.0,0.0,0.0,2.0,0.04,0.29,4.1,0.06,18.0,83.0,0.64,0.0,2.0,0.6,廃棄部位： 貝殻
10313,1527,＜貝類＞　ほたてがい　貝柱　生,0,82,78.4,16.9,0.3,3.5,0.0,120.0,380.0,7.0,41.0,230.0,0.2,1.5,0.03,0.02,2.0,18.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.01,0.06,4.1,0.11,1.7,61.0,0.28,1.7,2.0,0.3,
10414,1528,＜貝類＞　ほたてがい　貝柱　焼き,0,123,67.8,23.8,0.3,4.6,0.0,150.0,480.0,13.0,56.0,320.0,0.3,2.2,0.04,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,0.0,0.0,0.0,0.0,0.01,0.08,5.9,0.14,2.1,41.0,0.34,0.0,1.0,0.4,
10314,1529,＜貝類＞　ほたてがい　貝柱　煮干し,0,301,17.1,65.7,1.4,7.6,0.0,2500.0,810.0,34.0,120.0,610.0,1.2,6.1,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.12,0.3,14.0,0.12,5.2,22.0,0.75,0.0,0.0,6.4,
10315,1530,＜貝類＞　ほたてがい　貝柱　水煮缶詰,0,87,76.4,19.5,0.6,1.5,0.0,390.0,250.0,50.0,37.0,170.0,0.7,2.7,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.05,3.7,0.09,2.6,7.0,0.0,0.0,0.0,1.0,液汁を除いたもの
10316,1531,＜貝類＞　ほっきがい　生,65,66,82.1,11.1,1.1,3.8,0.0,250.0,260.0,62.0,75.0,160.0,4.4,1.8,0.15,0.11,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,7.0,0.0,1.4,0.0,0.0,0.0,0.0,0.01,0.16,3.5,0.12,48.0,45.0,0.2,0.0,2.0,0.6,"別名： うばがい（標準和名）
廃棄部位： 貝殻"
10317,1532,＜貝類＞　みるがい　水管　生,80,77,78.9,18.3,0.4,0.3,0.0,330.0,420.0,55.0,75.0,160.0,3.3,1.0,0.04,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.14,4.6,0.05,9.1,13.0,0.64,0.0,1.0,0.8,"別名： みるくい（標準和名）
廃棄部位： 貝殻及び内臓"
10319,1533,＜えび・かに類＞　（えび類）　あまえび　生,65,85,78.2,19.8,1.5,0.1,0.0,300.0,310.0,50.0,42.0,240.0,0.1,1.0,0.44,0.02,18.0,33.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.4,0.0,0.0,0.0,0.0,0.02,0.03,4.4,0.04,2.4,25.0,0.21,2.1,0.0,0.8,"別名： ほっこくあかえび（標準和名）
廃棄部位： 頭部、殻、内臓、尾部等"
10320,1534,＜えび・かに類＞　（えび類）　いせえび　生,70,86,76.6,20.9,0.4,0.0,0.0,350.0,400.0,37.0,39.0,330.0,0.1,1.8,0.65,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.01,0.03,5.2,0.14,0.3,15.0,0.41,0.0,1.0,0.9,廃棄部位： 頭部、殻、内臓、尾部等
10321,1535,＜えび・かに類＞　（えび類）　くるまえび　養殖　生,55,90,76.1,21.6,0.6,0.0,0.0,170.0,430.0,41.0,46.0,310.0,0.7,1.4,0.42,0.02,4.0,35.0,0.0,1.0,0.0,0.0,49.0,0.0,49.0,4.0,0.0,1.6,0.0,0.0,0.0,0.0,0.11,0.06,7.0,0.12,1.9,23.0,1.11,2.6,0.0,0.4,廃棄部位： 頭部、殻、内臓、尾部等
10322,1536,＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,55,116,69.3,28.2,0.5,0.0,0.0,200.0,500.0,61.0,57.0,390.0,1.0,1.8,0.62,0.03,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,56.0,5.0,0.0,2.3,0.0,0.0,0.0,0.0,0.09,0.05,8.6,0.08,2.0,17.0,1.07,0.0,0.0,0.5,廃棄部位： 頭部、殻、内臓、尾部等
10323,1537,＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,55,97,74.4,23.5,0.4,0.0,0.0,180.0,400.0,55.0,49.0,330.0,1.4,1.6,0.58,0.02,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,53.0,4.0,0.0,2.7,0.0,0.0,0.0,0.0,0.11,0.05,7.0,0.08,2.3,15.0,1.06,0.0,1.0,0.5,廃棄部位： 頭部、殻、内臓、尾部等
10431,1538,＜えび・かに類＞　（えび類）　さくらえび　生,0,78,78.9,16.6,2.0,0.1,0.0,270.0,310.0,630.0,69.0,330.0,0.3,1.3,0.9,0.05,110.0,64.0,1.0,3.0,1.0,0.0,6.0,0.0,6.0,2.0,0.1,2.3,0.0,0.0,0.0,0.0,0.1,0.08,5.1,0.1,4.5,94.0,0.29,5.2,1.0,0.7,殻付き
10324,1539,＜えび・かに類＞　（えび類）　さくらえび　ゆで,0,82,75.6,18.2,1.5,0.0,0.0,830.0,250.0,690.0,92.0,360.0,0.5,1.4,2.05,0.09,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,7.0,0.0,2.8,0.0,0.0,0.0,0.0,0.1,0.08,4.2,0.09,4.3,41.0,0.37,0.0,0.0,2.1,殻つき
10325,1540,＜えび・かに類＞　（えび類）　さくらえび　素干し,0,286,19.4,64.9,4.0,0.1,0.0,1200.0,1200.0,2000.0,310.0,1200.0,3.2,4.9,3.34,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.1,0.0,0.0,0.17,0.15,17.0,0.21,11.0,230.0,1.16,0.0,0.0,3.0,殻つき
10326,1541,＜えび・かに類＞　（えび類）　さくらえび　煮干し,0,252,23.2,59.1,2.5,0.1,0.0,3400.0,680.0,1500.0,260.0,860.0,3.0,4.1,2.61,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.1,0.0,0.0,0.16,0.11,14.0,0.05,3.5,82.0,0.51,0.0,0.0,8.6,殻つき
10327,1542,＜えび・かに類＞　（えび類）　大正えび　生,55,89,76.3,21.7,0.3,0.1,0.0,200.0,360.0,34.0,45.0,300.0,0.1,1.4,0.61,0.02,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,4.0,6.0,0.0,1.8,0.0,0.0,0.0,0.0,0.03,0.04,5.8,0.07,2.1,45.0,0.61,0.0,1.0,0.5,"別名： こうらいえび（標準和名）
廃棄部位： 頭部、殻、内臓、尾部等"
10328,1543,＜えび・かに類＞　（えび類）　しばえび　生,50,78,79.3,18.7,0.4,0.1,0.0,250.0,260.0,56.0,30.0,270.0,1.0,1.0,0.35,0.11,0.0,0.0,0.0,0.0,3.0,0.0,20.0,0.0,20.0,4.0,0.0,1.7,0.0,0.0,0.0,0.0,0.02,0.06,5.5,0.1,1.1,57.0,0.38,0.0,2.0,0.6,廃棄部位： 頭部、殻、内臓、尾部等
10415,1544,＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,20,82,78.6,19.6,0.6,0.7,0.0,140.0,270.0,68.0,37.0,220.0,1.4,1.2,0.33,0.1,10.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.3,0.0,0.0,0.03,0.04,6.8,0.14,1.2,38.0,0.23,1.9,1.0,0.3,廃棄部位： 殻及び尾部
10416,1545,＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,10,194,62.0,20.0,10.3,6.5,0.9,140.0,250.0,96.0,36.0,200.0,0.5,1.3,0.29,0.11,9.0,28.0,1.0,0.0,0.0,0.0,16.0,0.0,16.0,1.0,0.0,3.6,0.0,4.7,0.1,13.0,0.04,0.06,6.8,0.1,1.1,34.0,0.23,1.8,0.0,0.3,"頭部、殻、内臓等除いたもの
廃棄部位： 殻及び尾部
調理による脂質の増減：第1章表13参照"
10329,1546,＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,15,77,79.9,18.4,0.3,0.3,0.0,150.0,230.0,67.0,36.0,210.0,0.2,1.4,0.39,0.02,4.0,26.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,0.0,0.1,0.0,0.0,0.07,0.03,5.5,0.07,0.9,15.0,0.59,1.9,0.0,0.4,"別名： うしえび（標準和名）
無頭、殻つき
廃棄部位： 殻及び尾部"
10330,1547,＜えび・かに類＞　（えび類）　加工品　干しえび,0,213,24.2,48.6,2.8,0.3,0.0,1500.0,740.0,7100.0,520.0,990.0,15.0,3.9,5.17,3.93,0.0,0.0,0.0,0.0,14.0,0.0,5.0,0.0,5.0,14.0,0.0,2.5,0.0,0.0,0.0,0.0,0.1,0.19,12.0,0.19,11.0,46.0,0.72,0.0,0.0,3.8,試料（原材料）： さるえび
10331,1548,＜えび・かに類＞　（えび類）　加工品　つくだ煮,0,239,31.8,25.9,2.2,30.1,0.0,1900.0,350.0,1800.0,110.0,440.0,3.9,3.1,1.56,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.2,0.0,0.0,0.14,0.11,9.1,0.08,6.3,35.0,0.65,0.0,0.0,4.8,
10332,1549,＜えび・かに類＞　（かに類）　がざみ　生,65,61,83.1,14.4,0.3,0.3,0.0,360.0,300.0,110.0,60.0,200.0,0.3,3.7,1.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0,0.0,1.8,0.0,0.0,0.0,0.0,0.02,0.15,6.3,0.18,4.7,22.0,0.78,0.0,0.0,0.9,"別名： わたりがに
廃棄部位： 殻、内臓等"
10333,1550,＜えび・かに類＞　（かに類）　毛がに　生,70,67,81.9,15.8,0.5,0.2,0.0,220.0,340.0,61.0,38.0,260.0,0.5,3.3,0.47,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.07,0.23,4.5,0.16,1.9,13.0,0.41,0.0,0.0,0.6,廃棄部位： 殻、内臓等
10334,1551,＜えび・かに類＞　（かに類）　毛がに　ゆで,60,78,79.2,18.4,0.5,0.2,0.0,240.0,280.0,66.0,39.0,200.0,0.6,3.8,0.46,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.07,0.23,5.1,0.13,2.5,10.0,0.4,0.0,0.0,0.6,"殻つきでゆでたもの
廃棄部位： 殻、内臓等"
10335,1552,＜えび・かに類＞　（かに類）　ずわいがに　生,70,59,84.0,13.9,0.4,0.1,0.0,310.0,310.0,90.0,42.0,170.0,0.5,2.6,0.35,0.02,58.0,97.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.24,0.6,10.0,0.13,4.3,15.0,0.48,3.0,0.0,0.8,"別名： まつばがに
廃棄部位： 殻、内臓等"
10336,1553,＜えび・かに類＞　（かに類）　ずわいがに　ゆで,55,65,82.5,15.0,0.6,0.1,0.0,240.0,240.0,120.0,55.0,150.0,0.7,3.1,0.56,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.21,0.57,8.3,0.11,7.2,9.0,0.54,0.0,0.0,0.6,"別名： まつばがに
殻つきでゆでたもの
廃棄部位： 殻、内臓等"
10337,1554,＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,0,69,81.1,16.3,0.4,0.2,0.0,670.0,21.0,68.0,29.0,120.0,0.5,4.7,0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,2.5,0.0,0.2,1.0,0.0,0.0,0.0,1.7,"別名： まつばがに
液汁を除いたもの"
10338,1555,＜えび・かに類＞　（かに類）　たらばがに　生,70,56,84.7,13.0,0.9,0.2,0.0,340.0,280.0,51.0,41.0,220.0,0.3,3.2,0.43,0.03,43.0,25.0,1.0,1.0,0.0,0.0,7.0,0.0,7.0,1.0,0.0,1.9,0.0,0.0,0.0,0.0,0.05,0.07,4.3,0.14,5.8,21.0,0.65,4.9,1.0,0.9,廃棄部位： 殻、内臓等
10339,1556,＜えび・かに類＞　（かに類）　たらばがに　ゆで,60,77,80.0,17.5,1.5,0.3,0.0,310.0,230.0,48.0,51.0,190.0,0.2,4.2,0.41,0.04,62.0,35.0,1.0,2.0,0.0,0.0,8.0,0.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.07,0.06,5.1,0.13,9.9,15.0,0.48,5.4,0.0,0.8,"廃棄部位： 殻、内臓等
殻つきでゆでたもの"
10340,1557,＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,0,85,77.0,20.6,0.3,0.1,0.0,580.0,90.0,52.0,34.0,220.0,0.2,6.3,0.58,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.02,0.1,3.3,0.04,6.1,4.0,0.26,0.0,0.0,1.5,液汁を除いたもの
10341,1558,＜えび・かに類＞　（かに類）　加工品　がん漬,0,58,54.7,8.4,0.4,5.4,0.0,7500.0,250.0,4000.0,530.0,200.0,1.7,2.4,1.36,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.2,0.0,1.0,0.1,0.5,3.2,0.07,2.2,7.0,0.26,0.0,0.0,19.1,しおまねきの塩辛
10342,1559,＜いか・たこ類＞　（いか類）　あかいか　生,25,81,79.3,17.9,1.5,0.0,0.0,200.0,330.0,12.0,46.0,280.0,0.1,1.2,0.21,0.02,5.0,28.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.2,0.0,0.0,0.0,0.0,0.01,0.02,4.7,0.1,2.3,2.0,0.31,4.0,1.0,0.5,"別名： ばかいか、むらさきいか
廃棄部位： 内臓等"
10343,1560,＜いか・たこ類＞　（いか類）　けんさきいか　生,20,77,80.0,17.5,1.0,0.1,0.0,210.0,330.0,12.0,46.0,260.0,0.1,1.3,0.16,0.02,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,1.6,0.0,0.0,0.0,0.0,0.01,0.02,5.0,0.11,2.5,4.0,0.28,0.0,2.0,0.5,廃棄部位： 内臓等
10344,1561,＜いか・たこ類＞　（いか類）　こういか　生,35,64,83.4,14.9,1.3,0.1,0.0,280.0,220.0,17.0,48.0,170.0,0.1,1.5,0.45,0.02,4.0,23.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,2.2,0.0,0.0,0.0,0.0,0.03,0.05,3.3,0.06,1.4,3.0,0.52,1.6,1.0,0.7,"別名： すみいか
廃棄部位： 内臓等"
10345,1562,＜いか・たこ類＞　（いか類）　するめいか　生,30,76,80.2,17.9,0.8,0.1,0.0,210.0,300.0,11.0,46.0,250.0,0.1,1.5,0.29,0.0,7.0,41.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,13.0,0.3,2.1,0.0,0.0,0.0,0.0,0.07,0.05,6.5,0.21,4.9,5.0,0.34,4.9,1.0,0.5,"廃棄部位： 内臓等
胴 55.9 %、足・耳 44.1 %"
10346,1563,＜いか・たこ類＞　（いか類）　するめいか　水煮,0,98,74.6,21.9,0.9,0.1,0.0,230.0,310.0,14.0,52.0,280.0,0.1,1.8,0.4,0.01,10.0,42.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,2.5,0.0,0.0,0.0,0.0,0.05,0.06,8.0,0.23,5.3,5.0,0.42,5.4,1.0,0.6,内臓等を除き水煮したもの
10347,1564,＜いか・たこ類＞　（いか類）　するめいか　焼き,0,108,71.8,23.6,1.0,0.1,0.0,330.0,360.0,14.0,57.0,300.0,0.2,1.9,0.41,0.0,10.0,46.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,2.5,0.0,0.0,0.0,0.0,0.09,0.07,9.1,0.26,5.4,7.0,0.44,6.3,1.0,0.8,内臓等を除き焼いたもの
10417,1565,＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,0,78,79.8,18.6,0.7,0.1,0.0,200.0,330.0,10.0,48.0,280.0,0.1,1.4,0.27,0.01,6.0,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.3,1.9,0.0,0.0,0.0,0.0,0.06,0.04,7.8,0.27,4.4,6.0,0.36,5.3,2.0,0.5,
10418,1566,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,0,80,79.1,18.6,0.6,0.1,0.0,200.0,340.0,10.0,48.0,270.0,0.1,1.5,0.27,0.01,6.0,38.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.2,1.5,0.0,0.0,0.0,0.0,0.06,0.04,7.4,0.29,4.3,2.0,0.31,5.3,2.0,0.5,
10419,1567,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,0,175,64.9,16.7,10.8,6.3,0.8,180.0,280.0,26.0,40.0,230.0,0.1,1.3,0.16,0.06,5.0,31.0,0.0,0.0,10.0,0.0,13.0,0.0,13.0,11.0,0.2,3.0,0.0,4.0,0.1,6.0,0.07,0.07,6.6,0.24,3.8,3.0,0.31,4.4,1.0,0.4,調理による脂質の増減：第1章表13参照
10420,1568,＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,0,75,80.8,16.9,0.9,0.0,0.0,230.0,270.0,13.0,45.0,210.0,0.1,1.6,0.31,0.0,8.0,42.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.4,2.4,0.0,0.0,0.0,0.0,0.09,0.06,5.0,0.14,5.6,4.0,0.32,4.4,1.0,0.6,
10348,1569,＜いか・たこ類＞　（いか類）　ほたるいか　生,0,74,83.0,11.8,3.5,0.2,0.0,270.0,290.0,14.0,39.0,170.0,0.8,1.3,3.42,0.05,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,0.0,4.3,0.0,0.1,0.0,0.0,0.19,0.27,4.6,0.15,14.0,34.0,1.09,0.0,5.0,0.7,内臓等を含んだもの
10349,1570,＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,0,91,78.1,17.7,2.9,0.4,0.0,240.0,240.0,22.0,32.0,200.0,1.1,1.9,2.97,0.08,0.0,0.0,0.0,0.0,1900.0,0.0,0.0,0.0,0.0,1900.0,0.0,4.5,0.0,0.1,0.0,1.0,0.2,0.3,5.3,0.09,14.0,29.0,0.64,0.0,0.0,0.6,内臓等を含んだもの
10350,1571,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,0,305,23.0,43.1,7.5,21.3,0.0,1500.0,240.0,55.0,56.0,650.0,10.0,5.2,12.0,0.34,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,150.0,0.0,2.3,0.0,0.1,0.0,1.0,0.4,0.5,12.0,0.04,27.0,25.0,1.28,0.0,0.0,3.8,
